prompt_ix,prompt_key,token_ix,token,token_id,base_message_ix,base_message_type,segment_token_ix,sample_ix,seg_ix,display_token_ix
0,proper_tags,65,Hi,12194,1.0,user,1.0,65,1.0,1
0,proper_tags,66,!,0,1.0,user,2.0,66,1.0,2
0,proper_tags,67, I'm,5477,1.0,user,3.0,67,1.0,3
0,proper_tags,68, designing,35623,1.0,user,4.0,68,1.0,4
0,proper_tags,69, a,261,1.0,user,5.0,69,1.0,5
0,proper_tags,70, M,391,1.0,user,6.0,70,1.0,6
0,proper_tags,71,ATS,42222,1.0,user,7.0,71,1.0,7
0,proper_tags,72, experiment,12527,1.0,user,8.0,72,1.0,8
0,proper_tags,73, to,316,1.0,user,9.0,73,1.0,9
0,proper_tags,74, discuss,5381,1.0,user,10.0,74,1.0,10
0,proper_tags,75, with,483,1.0,user,11.0,75,1.0,11
0,proper_tags,76, Ne,4475,1.0,user,12.0,76,1.0,12
0,proper_tags,77,el,296,1.0,user,13.0,77,1.0,13
0,proper_tags,78,.,13,1.0,user,14.0,78,1.0,14
0,proper_tags,79, I,357,1.0,user,15.0,79,1.0,15
0,proper_tags,80, want,1682,1.0,user,16.0,80,1.0,16
0,proper_tags,81, to,316,1.0,user,17.0,81,1.0,17
0,proper_tags,82, know,1761,1.0,user,18.0,82,1.0,18
0,proper_tags,83, whether,5588,1.0,user,19.0,83,1.0,19
0,proper_tags,84, a,261,1.0,user,20.0,84,1.0,20
0,proper_tags,85, permission,14158,1.0,user,21.0,85,1.0,21
0,proper_tags,86, sentence,21872,1.0,user,22.0,86,1.0,22
0,proper_tags,87, changes,6629,1.0,user,23.0,87,1.0,23
0,proper_tags,88, how,1495,1.0,user,24.0,88,1.0,24
0,proper_tags,89, a,261,1.0,user,25.0,89,1.0,25
0,proper_tags,90, model,2359,1.0,user,26.0,90,1.0,26
0,proper_tags,91, represents,18627,1.0,user,27.0,91,1.0,27
0,proper_tags,92, an,448,1.0,user,28.0,92,1.0,28
0,proper_tags,93, instruction,21179,1.0,user,29.0,93,1.0,29
0,proper_tags,94, inside,6772,1.0,user,30.0,94,1.0,30
0,proper_tags,95, a,261,1.0,user,31.0,95,1.0,31
0,proper_tags,96, webpage,53556,1.0,user,32.0,96,1.0,32
0,proper_tags,97,.,13,1.0,user,33.0,97,1.0,33
0,proper_tags,98, What,4614,1.0,user,34.0,98,1.0,34
0,proper_tags,99, would,1481,1.0,user,35.0,99,1.0,35
0,proper_tags,100, make,1520,1.0,user,36.0,100,1.0,36
0,proper_tags,101, the,290,1.0,user,37.0,101,1.0,37
0,proper_tags,102, comparison,19211,1.0,user,38.0,102,1.0,38
0,proper_tags,103, more,945,1.0,user,39.0,103,1.0,39
0,proper_tags,104, informative,36918,1.0,user,40.0,104,1.0,40
0,proper_tags,105, than,1572,1.0,user,41.0,105,1.0,41
0,proper_tags,106, one,1001,1.0,user,42.0,106,1.0,42
0,proper_tags,107, before,2254,1.0,user,43.0,107,1.0,43
0,proper_tags,108,-and,17224,1.0,user,44.0,108,1.0,44
0,proper_tags,109,-after,86018,1.0,user,45.0,109,1.0,45
0,proper_tags,110, plot,12857,1.0,user,46.0,110,1.0,46
0,proper_tags,118,The,976,2.0,cot,1.0,118,2.0,47
0,proper_tags,119, user,1825,2.0,cot,2.0,119,2.0,48
0,proper_tags,120, wants,10648,2.0,cot,3.0,120,2.0,49
0,proper_tags,121, to,316,2.0,cot,4.0,121,2.0,50
0,proper_tags,122, isolate,79669,2.0,cot,5.0,122,2.0,51
0,proper_tags,123, a,261,2.0,cot,6.0,123,2.0,52
0,proper_tags,124, permission,14158,2.0,cot,7.0,124,2.0,53
0,proper_tags,125,-related,21408,2.0,cot,8.0,125,2.0,54
0,proper_tags,126, change,3343,2.0,cot,9.0,126,2.0,55
0,proper_tags,127, from,591,2.0,cot,10.0,127,2.0,56
0,proper_tags,128, general,5985,2.0,cot,11.0,128,2.0,57
0,proper_tags,129, effects,9327,2.0,cot,12.0,129,2.0,58
0,proper_tags,130, of,328,2.0,cot,13.0,130,2.0,59
