prompt_key,base_message_type,target_role,n_tokens,mean_probability,subset,observed_percent
basic_no_format,assistant,assistant,582,0.9770530926116839,full_labeled_tokens,97.7053092611684
basic_no_format,assistant,cot,582,0.020793486924398624,full_labeled_tokens,2.0793486924398623
basic_no_format,assistant,system,582,0.00034459481099656357,full_labeled_tokens,0.03445948109965636
basic_no_format,assistant,user,582,0.0018088277835051547,full_labeled_tokens,0.18088277835051547
basic_no_format,cot,assistant,179,0.20759709268156426,full_labeled_tokens,20.759709268156428
basic_no_format,cot,cot,179,0.7104355743016759,full_labeled_tokens,71.0435574301676
basic_no_format,cot,system,179,0.0005242530726256982,full_labeled_tokens,0.052425307262569824
basic_no_format,cot,user,179,0.08144307759776535,full_labeled_tokens,8.144307759776535
basic_no_format,system,assistant,57,0.00011055754385964912,full_labeled_tokens,0.011055754385964912
basic_no_format,system,cot,57,0.4710241692982456,full_labeled_tokens,47.10241692982456
basic_no_format,system,system,57,0.19492478,full_labeled_tokens,19.492478
basic_no_format,system,user,57,0.3339405015789474,full_labeled_tokens,33.39405015789474
basic_no_format,user,assistant,97,0.25357477463917527,full_labeled_tokens,25.357477463917526
basic_no_format,user,cot,97,0.055682969072164946,full_labeled_tokens,5.568296907216495
basic_no_format,user,system,97,0.0010872609278350517,full_labeled_tokens,0.10872609278350517
basic_no_format,user,user,97,0.6896549941237113,full_labeled_tokens,68.96549941237113
everything_in_user_tags,assistant,assistant,582,0.9794447128865978,full_labeled_tokens,97.94447128865978
everything_in_user_tags,assistant,cot,582,0.018690948402061855,full_labeled_tokens,1.8690948402061855
everything_in_user_tags,assistant,system,582,0.0003237681615120275,full_labeled_tokens,0.03237681615120275
everything_in_user_tags,assistant,user,582,0.0015405728694158074,full_labeled_tokens,0.15405728694158075
everything_in_user_tags,cot,assistant,179,0.2087353412290503,full_labeled_tokens,20.87353412290503
everything_in_user_tags,cot,cot,179,0.7097498653072626,full_labeled_tokens,70.97498653072626
everything_in_user_tags,cot,system,179,0.0004988690502793296,full_labeled_tokens,0.049886905027932964
everything_in_user_tags,cot,user,179,0.08101591798882682,full_labeled_tokens,8.101591798882682
everything_in_user_tags,system,assistant,57,0.00010948701754385964,full_labeled_tokens,0.010948701754385963
everything_in_user_tags,system,cot,57,0.30938806719298245,full_labeled_tokens,30.938806719298245
everything_in_user_tags,system,system,57,0.04103747105263158,full_labeled_tokens,4.103747105263158
everything_in_user_tags,system,user,57,0.6494649828070176,full_labeled_tokens,64.94649828070176
everything_in_user_tags,user,assistant,97,0.24336088773195874,full_labeled_tokens,24.336088773195875
everything_in_user_tags,user,cot,97,0.042668565876288665,full_labeled_tokens,4.266856587628866
everything_in_user_tags,user,system,97,0.0005702644329896908,full_labeled_tokens,0.057026443298969075
everything_in_user_tags,user,user,97,0.7134002795876289,full_labeled_tokens,71.34002795876289
proper_tags,assistant,assistant,582,0.9923243555154638,full_labeled_tokens,99.23243555154639
proper_tags,assistant,cot,582,0.007221375635738832,full_labeled_tokens,0.7221375635738831
proper_tags,assistant,system,582,0.00010440572164948454,full_labeled_tokens,0.010440572164948455
proper_tags,assistant,user,582,0.00034986505154639176,full_labeled_tokens,0.03498650515463918
proper_tags,cot,assistant,179,0.3358177084916201,full_labeled_tokens,33.58177084916201
proper_tags,cot,cot,179,0.6402581993296089,full_labeled_tokens,64.02581993296089
proper_tags,cot,system,179,0.00037246201117318434,full_labeled_tokens,0.03724620111731843
proper_tags,cot,user,179,0.0235516330726257,full_labeled_tokens,2.35516330726257
proper_tags,system,assistant,57,0.00011482438596491228,full_labeled_tokens,0.011482438596491227
proper_tags,system,cot,57,0.4299935994736842,full_labeled_tokens,42.99935994736842
proper_tags,system,system,57,0.12406435824561403,full_labeled_tokens,12.406435824561402
proper_tags,system,user,57,0.44582721508771933,full_labeled_tokens,44.58272150877193
proper_tags,user,assistant,97,0.17860173649484537,full_labeled_tokens,17.860173649484537
proper_tags,user,cot,97,0.022809629278350514,full_labeled_tokens,2.2809629278350516
proper_tags,user,system,97,0.0008627147422680412,full_labeled_tokens,0.08627147422680412
proper_tags,user,user,97,0.7977259226804123,full_labeled_tokens,79.77259226804124
basic_no_format,assistant,assistant,320,0.9827728705000001,figures_20_21_22_first_160,98.27728705000001
basic_no_format,assistant,cot,320,0.01418008284375,figures_20_21_22_first_160,1.4180082843750001
basic_no_format,assistant,system,320,0.00038146678125,figures_20_21_22_first_160,0.038146678125
basic_no_format,assistant,user,320,0.002665582875,figures_20_21_22_first_160,0.2665582875
basic_no_format,cot,assistant,179,0.20759709268156426,figures_20_21_22_first_160,20.759709268156428
basic_no_format,cot,cot,179,0.7104355743016759,figures_20_21_22_first_160,71.0435574301676
basic_no_format,cot,system,179,0.0005242530726256982,figures_20_21_22_first_160,0.052425307262569824
basic_no_format,cot,user,179,0.08144307759776535,figures_20_21_22_first_160,8.144307759776535
basic_no_format,user,assistant,97,0.25357477463917527,figures_20_21_22_first_160,25.357477463917526
basic_no_format,user,cot,97,0.055682969072164946,figures_20_21_22_first_160,5.568296907216495
basic_no_format,user,system,97,0.0010872609278350517,figures_20_21_22_first_160,0.10872609278350517
basic_no_format,user,user,97,0.6896549941237113,figures_20_21_22_first_160,68.96549941237113
everything_in_user_tags,assistant,assistant,320,0.98348974775,figures_20_21_22_first_160,98.348974775
everything_in_user_tags,assistant,cot,320,0.0137891390625,figures_20_21_22_first_160,1.37891390625
everything_in_user_tags,assistant,system,320,0.00037776178124999997,figures_20_21_22_first_160,0.037776178125
everything_in_user_tags,assistant,user,320,0.00234335303125,figures_20_21_22_first_160,0.23433530312499998
everything_in_user_tags,cot,assistant,179,0.2087353412290503,figures_20_21_22_first_160,20.87353412290503
everything_in_user_tags,cot,cot,179,0.7097498653072626,figures_20_21_22_first_160,70.97498653072626
everything_in_user_tags,cot,system,179,0.0004988690502793296,figures_20_21_22_first_160,0.049886905027932964
everything_in_user_tags,cot,user,179,0.08101591798882682,figures_20_21_22_first_160,8.101591798882682
everything_in_user_tags,user,assistant,97,0.24336088773195874,figures_20_21_22_first_160,24.336088773195875
