prompt_ix,prompt_key,token_ix,token,token_id,base_message_ix,base_message_type,segment_token_ix,sample_ix,seg_ix,display_token_ix,prob,p_system,p_user,p_cot,p_assistant,layer_ix,target_role
0,proper_tags,65,Hello,13225,1.0,user,1.0,65,1.0,1,4.763222550412024e-06,3.3756827907521056e-05,0.9999614799448334,4.763222550412024e-06,4.708526507097045e-12,12,cot
0,proper_tags,66,!,0,1.0,user,2.0,66,1.0,2,1.0079500470204195e-06,2.6890825430494275e-05,0.9999721012178707,1.0079500470204195e-06,6.6515157498609516e-12,12,cot
0,proper_tags,67, I'm,5477,1.0,user,3.0,67,1.0,3,0.00012569624816144586,2.9964227999852135e-05,0.9998443385564163,0.00012569624816144586,9.674224863012649e-10,12,cot
0,proper_tags,68, choosing,20296,1.0,user,4.0,68,1.0,4,3.3525755164702215e-06,7.854602317255711e-05,0.9999181006345634,3.3525755164702215e-06,7.66747691286707e-10,12,cot
0,proper_tags,69, an,448,1.0,user,5.0,69,1.0,5,3.182908850357813e-05,7.38357963155162e-05,0.999894333516241,3.182908850357813e-05,1.598939918984204e-09,12,cot
0,proper_tags,70, introductory,86711,1.0,user,6.0,70,1.0,6,1.6429672459771576e-06,3.095662631992634e-05,0.9999673985321244,1.6429672459771576e-06,1.874309658253917e-09,12,cot
0,proper_tags,71, figure,11310,1.0,user,7.0,71,1.0,7,0.00010489133210278483,0.00031588614482053683,0.999576588350721,0.00010489133210278483,2.634172355558994e-06,12,cot
0,proper_tags,72, for,395,1.0,user,8.0,72,1.0,8,6.33674545124824e-05,0.00041503221225566207,0.9995215652942184,6.33674545124824e-05,3.503901358022322e-08,12,cot
0,proper_tags,73, a,261,1.0,user,9.0,73,1.0,9,4.581906903418925e-05,2.8850716898518173e-05,0.9999253302026279,4.581906903418925e-05,1.1439437264760955e-11,12,cot
0,proper_tags,74, M,391,1.0,user,10.0,74,1.0,10,2.9953983015457736e-06,2.0271080312842964e-05,0.9999767334961445,2.9953983015457736e-06,2.524102326166066e-11,12,cot
0,proper_tags,75,ATS,42222,1.0,user,11.0,75,1.0,11,6.924585992172937e-07,2.9795752319204592e-05,0.9999695097096688,6.924585992172937e-07,2.0794127129327662e-09,12,cot
0,proper_tags,76, report,3019,1.0,user,12.0,76,1.0,12,3.532299512747025e-06,0.00011658684496756609,0.999879879872788,3.532299512747025e-06,9.827316442024324e-10,12,cot
0,proper_tags,77, to,316,1.0,user,13.0,77,1.0,13,3.940993536111266e-06,4.204416758510266e-05,0.9999540134520126,3.940993536111266e-06,1.3868661601421818e-09,12,cot
0,proper_tags,78, discuss,5381,1.0,user,14.0,78,1.0,14,0.00014342032307774753,0.0015202470114118135,0.9983361372638568,0.00014342032307774753,1.95401653701177e-07,12,cot
