prompt_ix,prompt_key,token_ix,token,token_id,base_message_ix,base_message_type,segment_token_ix,seg_ix,sample_ix,display_token_ix,p_system,p_user,p_cot,p_assistant,prob,target_role,layer_ix
0,proper_tags,82,I'm,15390,1.0,user,1.0,1.0,82,1,4.593639330947621e-05,0.99977412470546,0.00017993836165439644,5.395762480397133e-10,0.00017993836165439644,cot,12
0,proper_tags,83, H,487,1.0,user,2.0,1.0,83,2,3.0746125873514614e-05,0.9999667270128264,2.5266947361375017e-06,1.6656399611998386e-10,2.5266947361375017e-06,cot,12
0,proper_tags,84,anan,19035,1.0,user,3.0,1.0,84,3,8.099744852807605e-05,0.9999156918116471,3.310009939642261e-06,7.298852885073571e-10,3.310009939642261e-06,cot,12
0,proper_tags,85,",",11,1.0,user,4.0,1.0,85,4,0.0001518821063435382,0.9998207420567619,2.7366520530086897e-05,9.316364590448507e-09,2.7366520530086897e-05,cot,12
0,proper_tags,86, and,326,1.0,user,5.0,1.0,86,5,0.00013194975843886373,0.9997034211487371,0.00016462669778751282,2.3950364174482618e-09,0.00016462669778751282,cot,12
0,proper_tags,87, I,357,1.0,user,6.0,1.0,87,6,0.006856224203413346,0.18811029266683257,0.8049877781679423,4.5704961811940945e-05,0.8049877781679423,cot,12
0,proper_tags,88, want,1682,1.0,user,7.0,1.0,88,7,3.44541810079754e-05,0.9999605577323406,4.987809088378056e-06,2.775631133508329e-10,4.987809088378056e-06,cot,12
0,proper_tags,89, to,316,1.0,user,8.0,1.0,89,8,0.0897645365783593,0.9092102156153776,0.0009281406102201698,9.710719604291136e-05,0.0009281406102201698,cot,12
0,proper_tags,90, apply,6096,1.0,user,9.0,1.0,90,9,0.00013090377825249544,0.9998439228353455,2.5143278910215395e-05,3.010749170596875e-08,2.5143278910215395e-05,cot,12
0,proper_tags,91, to,316,1.0,user,10.0,1.0,91,10,0.0001892093734603622,0.9998042171964023,6.5690120673746714e-06,4.418069935091341e-09,6.5690120673746714e-06,cot,12
0,proper_tags,92, Ne,4475,1.0,user,11.0,1.0,92,11,6.51577206521069e-05,0.9999024136970537,3.241963575096895e-05,8.946543226298001e-09,3.241963575096895e-05,cot,12
0,proper_tags,93,el,296,1.0,user,12.0,1.0,93,12,9.55466057978141e-05,0.9999019055110591,2.540597169014716e-06,7.285974336262227e-09,2.540597169014716e-06,cot,12
0,proper_tags,94, N,478,1.0,user,13.0,1.0,94,13,0.0004106510502143573,0.9995655441330574,2.3511394593744743e-05,2.9342213456401065e-07,2.3511394593744743e-05,cot,12
0,proper_tags,95,anda,4711,1.0,user,14.0,1.0,95,14,9.410931729852014e-05,0.9999013858045522,4.497760663657044e-06,7.117485693769288e-09,4.497760663657044e-06,cot,12
0,proper_tags,96,'s,885,1.0,user,15.0,1.0,96,15,2.691987246336778e-05,0.9999689229886822,4.151903882916602e-06,5.2349714625268325e-09,4.151903882916602e-06,cot,12
0,proper_tags,97, M,391,1.0,user,16.0,1.0,97,16,8.112869079172856e-06,0.9999875958838873,4.286475600996623e-06,4.771432618118834e-09,4.286475600996623e-06,cot,12
0,proper_tags,98,ATS,42222,1.0,user,17.0,1.0,98,17,0.00023450331216668324,0.9997058677349062,5.9414385690361414e-05,2.1456723674986331e-07,5.9414385690361414e-05,cot,12
0,proper_tags,99, stream,6855,1.0,user,18.0,1.0,99,18,0.0006255285854151807,0.9980531726651976,0.0013086107777966977,1.268797159058599e-05,0.0013086107777966977,cot,12
0,proper_tags,100,.,13,1.0,user,19.0,1.0,100,19,3.866900950575862e-05,0.9999597081688558,1.6221945141893236e-06,6.271243886691979e-10,1.6221945141893236e-06,cot,12
0,proper_tags,101, I've,9790,1.0,user,20.0,1.0,101,20,9.205377241387693e-05,0.9998986378811306,9.308228440700043e-06,1.1801466493857438e-10,9.308228440700043e-06,cot,12
0,proper_tags,102, been,1339,1.0,user,21.0,1.0,102,21,0.0005919832115391959,0.9994009806008859,6.892608505235341e-06,1.4357906980598322e-07,6.892608505235341e-06,cot,12
0,proper_tags,103, reading,6085,1.0,user,22.0,1.0,103,22,0.0003358554251725206,0.9994955492964105,0.00016660343089430708,1.9918475226089137e-06,0.00016660343089430708,cot,12
0,proper_tags,104, Prompt,103998,1.0,user,23.0,1.0,104,23,0.0023645846882445654,0.996598505800061,0.0010305882396251529,6.321272069219818e-06,0.0010305882396251529,cot,12
0,proper_tags,105, Injection,108046,1.0,user,24.0,1.0,105,24,0.007051375516215922,0.991156304949441,0.001780107599042739,1.2211935300296546e-05,0.001780107599042739,cot,12
0,proper_tags,106, as,472,1.0,user,25.0,1.0,106,25,0.0011646290840775547,0.9986303819777997,0.0001999608089239987,5.028129198751075e-06,0.0001999608089239987,cot,12
0,proper_tags,107, Role,24128,1.0,user,26.0,1.0,107,26,0.012780528268776977,0.9826865886647819,0.00449349945698243,3.938360945850238e-05,0.00449349945698243,cot,12
0,proper_tags,108, Conf,20524,1.0,user,27.0,1.0,108,27,0.00029493262760763993,0.9833263138830527,0.016128028162621863,0.0002507253267178287,0.016128028162621863,cot,12
0,proper_tags,109,usion,10514,1.0,user,28.0,1.0,109,28,0.0012622735294180439,0.997751910717729,0.0009853403300007103,4.754228523989852e-07,0.0009853403300007103,cot,12
0,proper_tags,110, and,326,1.0,user,29.0,1.0,110,29,0.0017679156601085213,0.9979063590229967,0.00032460043559410595,1.1248813007031343e-06,0.00032460043559410595,cot,12
0,proper_tags,111, experimenting,106461,1.0,user,30.0,1.0,111,30,0.00012183293212561935,0.99974214369491,0.00013600381303101246,1.9559933392067778e-08,0.00013600381303101246,cot,12
0,proper_tags,112, with,483,1.0,user,31.0,1.0,112,31,0.0014176545809182698,0.9984293136612192,0.00015298313067890027,4.862718345967569e-08,0.00015298313067890027,cot,12
0,proper_tags,113, GPT,174803,1.0,user,32.0,1.0,113,32,0.0003013810645932978,0.9988685590314854,0.0008194855249326662,1.0574378988414154e-05,0.0008194855249326662,cot,12
0,proper_tags,114,-,12,1.0,user,33.0,1.0,114,33,0.00209562447100281,0.9977274890385797,0.0001768504704211381,3.601999632646368e-08,0.0001768504704211381,cot,12
0,proper_tags,115,OSS,26496,1.0,user,34.0,1.0,115,34,0.006023655845513765,0.9937897994736365,0.00018429970626003878,2.2449745896877947e-06,0.00018429970626003878,cot,12
0,proper_tags,116,-,12,1.0,user,35.0,1.0,116,35,0.0024020510408614016,0.9953259782689405,0.0022655494171330065,6.421273065136367e-06,0.0022655494171330065,cot,12
0,proper_tags,117,20,455,1.0,user,36.0,1.0,117,36,0.005709393314093995,0.9906063790865143,0.0036825895142286874,1.6380851629714833e-06,0.0036825895142286874,cot,12
0,proper_tags,118,B,33,1.0,user,37.0,1.0,118,37,0.09694114652648626,0.899732777750095,0.0033238060480969395,2.2696753217623434e-06,0.0033238060480969395,cot,12
0,proper_tags,119,.,13,1.0,user,38.0,1.0,119,38,6.174458321080807e-05,0.999871483791745,6.675847221438176e-05,1.315282973543554e-08,6.675847221438176e-05,cot,12
0,proper_tags,120, Can,4101,1.0,user,39.0,1.0,120,39,8.489172683850695e-05,0.9999027504928769,1.2357202735839173e-05,5.775485827119397e-10,1.2357202735839173e-05,cot,12
0,proper_tags,121, you,481,1.0,user,40.0,1.0,121,40,0.00020174012442373873,0.9971451391514919,0.0026530436934757034,7.703060857273265e-08,0.0026530436934757034,cot,12
0,proper_tags,122, suggest,6108,1.0,user,41.0,1.0,122,41,0.00037352736306731885,0.9990903728208294,0.0005359456187601315,1.5419734316765653e-07,0.0005359456187601315,cot,12
0,proper_tags,123, a,261,1.0,user,42.0,1.0,123,42,0.0010627879257747031,0.9984948731601213,0.0004422222893680735,1.1662473586703652e-07,0.0004422222893680735,cot,12
0,proper_tags,124, small,3291,1.0,user,43.0,1.0,124,43,7.168905999809753e-05,0.9999230353879757,5.266558496771218e-06,8.993529367187927e-09,5.266558496771218e-06,cot,12
0,proper_tags,125, project,2993,1.0,user,44.0,1.0,125,44,0.0005389645507942533,0.9993352008658586,0.00012569904770702337,1.3553564019120884e-07,0.00012569904770702337,cot,12
0,proper_tags,126, about,1078,1.0,user,45.0,1.0,126,45,0.00023532262019839567,0.9994838452472287,0.00028065080781428814,1.813247586279231e-07,0.00028065080781428814,cot,12
0,proper_tags,127, whether,5588,1.0,user,46.0,1.0,127,46,0.00044938752988067914,0.999500251011609,4.83642968939356e-05,1.997161616467879e-06,4.83642968939356e-05,cot,12
0,proper_tags,128, steering,49066,1.0,user,47.0,1.0,128,47,0.0020373360590409694,0.9865888705593409,0.011344750535101701,2.9042846516507605e-05,0.011344750535101701,cot,12
0,proper_tags,129, the,290,1.0,user,48.0,1.0,129,48,0.0029279611656446228,0.9784011231125701,0.01825238438258852,0.0004185313391968752,0.01825238438258852,cot,12
0,proper_tags,130, model,2359,1.0,user,49.0,1.0,130,49,0.0011571071358875938,0.9872958326557401,0.01140977524471439,0.00013728496365781898,0.01140977524471439,cot,12
0,proper_tags,131,'s,885,1.0,user,50.0,1.0,131,50,0.005148415611679066,0.9702799288490221,0.024224803628530835,0.0003468519107679499,0.024224803628530835,cot,12
0,proper_tags,132, role,5430,1.0,user,51.0,1.0,132,51,0.056399363800004834,0.8093847155300331,0.1174976273790585,0.016718293290903647,0.1174976273790585,cot,12
0,proper_tags,133, representation,22311,1.0,user,52.0,1.0,133,52,0.029806960230554742,0.17592482397044318,0.6568664162915941,0.13740179950740797,0.6568664162915941,cot,12
0,proper_tags,134, changes,6629,1.0,user,53.0,1.0,134,53,0.01147443816353069,0.9508247492139227,0.03645663001430015,0.001244182608246429,0.03645663001430015,cot,12
0,proper_tags,135, which,1118,1.0,user,54.0,1.0,135,54,0.0015447998599731527,0.9907534649215326,0.0038855304645093844,0.003816204753984999,0.0038855304645093844,cot,12
0,proper_tags,136, instructions,15543,1.0,user,55.0,1.0,136,55,0.005150368464664317,0.7993084860532474,0.1754791939367911,0.020061951545297062,0.1754791939367911,cot,12
