prompt_ix,prompt_key,token_ix,token,token_id,base_message_ix,base_message_type,segment_token_ix,sample_ix,seg_ix,display_token_ix,prob,p_system,p_user,p_cot,p_assistant,layer_ix,target_role
0,proper_tags,65,Hello,13225,1.0,user,1.0,65,1.0,1,4.763222550412024e-06,3.3756827907521056e-05,0.9999614799448334,4.763222550412024e-06,4.708526507097045e-12,12,cot
0,proper_tags,66,!,0,1.0,user,2.0,66,1.0,2,1.0079500470204195e-06,2.6890825430494275e-05,0.9999721012178707,1.0079500470204195e-06,6.6515157498609516e-12,12,cot
0,proper_tags,67, I'm,5477,1.0,user,3.0,67,1.0,3,0.00012569624816144586,2.9964227999852135e-05,0.9998443385564163,0.00012569624816144586,9.674224863012649e-10,12,cot
0,proper_tags,68, building,6282,1.0,user,4.0,68,1.0,4,4.2212596150548e-06,8.97281479596919e-05,0.999906050383977,4.2212596150548e-06,2.08448242633207e-10,12,cot
0,proper_tags,69, a,261,1.0,user,5.0,69,1.0,5,0.0023539195634949663,0.00018660481641345105,0.9974594708642028,0.0023539195634949663,4.755888793542196e-09,12,cot
0,proper_tags,70, role,5430,1.0,user,6.0,70,1.0,6,7.022673501240581e-05,0.00030859597291549225,0.9996210784481742,7.022673501240581e-05,9.884389818535132e-08,12,cot
0,proper_tags,71, probe,31925,1.0,user,7.0,71,1.0,7,0.0006189938467936511,0.0005976723309231156,0.9987819566519861,0.0006189938467936511,1.3771702971297403e-06,12,cot
0,proper_tags,72, for,395,1.0,user,8.0,72,1.0,8,5.757173778659155e-06,7.5497060533001e-05,0.9999187455450556,5.757173778659155e-06,2.206330024871763e-10,12,cot
0,proper_tags,73, a,261,1.0,user,9.0,73,1.0,9,4.960762735801977e-07,0.00011969255248801296,0.9998798106441682,4.960762735801977e-07,7.270699714477285e-10,12,cot
0,proper_tags,74, M,391,1.0,user,10.0,74,1.0,10,1.503808177464961e-08,1.755213587159879e-06,0.9999982297475124,1.503808177464961e-08,8.186790807199634e-13,12,cot
0,proper_tags,75,ATS,42222,1.0,user,11.0,75,1.0,11,1.0416284732600267e-07,4.07269165270679e-05,0.9999591686807149,1.0416284732600267e-07,2.3991079965006134e-10,12,cot
0,proper_tags,76, project,2993,1.0,user,12.0,76,1.0,12,8.898035219523898e-08,1.9483706259837203e-05,0.9999804273105778,8.898035219523898e-08,2.810115131908413e-12,12,cot
0,proper_tags,77, to,316,1.0,user,13.0,77,1.0,13,1.3625846444983017e-06,1.0582838406360928e-05,0.9999880545564322,1.3625846444983017e-06,2.0516875742738875e-11,12,cot
0,proper_tags,78, discuss,5381,1.0,user,14.0,78,1.0,14,1.9967423243181605e-06,6.590039846931194e-06,0.9999914127320403,1.9967423243181605e-06,4.857884552954253e-10,12,cot
