prompt_ix,prompt_key,token_ix,token,token_id,base_message_ix,base_message_type,segment_token_ix,sample_ix,seg_ix,display_token_ix
0,proper_tags,65,Hello,13225,1.0,user,1.0,65,1.0,1
0,proper_tags,66,!,0,1.0,user,2.0,66,1.0,2
0,proper_tags,67, I'm,5477,1.0,user,3.0,67,1.0,3
0,proper_tags,68, building,6282,1.0,user,4.0,68,1.0,4
0,proper_tags,69, a,261,1.0,user,5.0,69,1.0,5
0,proper_tags,70, role,5430,1.0,user,6.0,70,1.0,6
0,proper_tags,71, probe,31925,1.0,user,7.0,71,1.0,7
0,proper_tags,72, for,395,1.0,user,8.0,72,1.0,8
0,proper_tags,73, a,261,1.0,user,9.0,73,1.0,9
0,proper_tags,74, M,391,1.0,user,10.0,74,1.0,10
0,proper_tags,75,ATS,42222,1.0,user,11.0,75,1.0,11
0,proper_tags,76, project,2993,1.0,user,12.0,76,1.0,12
0,proper_tags,77, to,316,1.0,user,13.0,77,1.0,13
0,proper_tags,78, discuss,5381,1.0,user,14.0,78,1.0,14
0,proper_tags,79, with,483,1.0,user,15.0,79,1.0,15
0,proper_tags,80, Ne,4475,1.0,user,16.0,80,1.0,16
0,proper_tags,81,el,296,1.0,user,17.0,81,1.0,17
0,proper_tags,82,.,13,1.0,user,18.0,82,1.0,18
0,proper_tags,83, Each,11555,1.0,user,19.0,83,1.0,19
0,proper_tags,84, underlying,27899,1.0,user,20.0,84,1.0,20
0,proper_tags,85, passage,26368,1.0,user,21.0,85,1.0,21
0,proper_tags,86, appears,14518,1.0,user,22.0,86,1.0,22
0,proper_tags,87, under,1641,1.0,user,23.0,87,1.0,23
0,proper_tags,88, several,4919,1.0,user,24.0,88,1.0,24
0,proper_tags,89, message,3176,1.0,user,25.0,89,1.0,25
0,proper_tags,90, roles,18834,1.0,user,26.0,90,1.0,26
0,proper_tags,91,.,13,1.0,user,27.0,91,1.0,27
0,proper_tags,92, How,3253,1.0,user,28.0,92,1.0,28
0,proper_tags,93, should,1757,1.0,user,29.0,93,1.0,29
0,proper_tags,94, I,357,1.0,user,30.0,94,1.0,30
0,proper_tags,95, divide,38484,1.0,user,31.0,95,1.0,31
0,proper_tags,96, the,290,1.0,user,32.0,96,1.0,32
0,proper_tags,97, data,1238,1.0,user,33.0,97,1.0,33
0,proper_tags,98, so,813,1.0,user,34.0,98,1.0,34
0,proper_tags,99, that,484,1.0,user,35.0,99,1.0,35
0,proper_tags,100, the,290,1.0,user,36.0,100,1.0,36
0,proper_tags,101, evaluation,21407,1.0,user,37.0,101,1.0,37
0,proper_tags,102, tests,10742,1.0,user,38.0,102,1.0,38
0,proper_tags,103, more,945,1.0,user,39.0,103,1.0,39
0,proper_tags,104, than,1572,1.0,user,40.0,104,1.0,40
0,proper_tags,105, recognition,25995,1.0,user,41.0,105,1.0,41
0,proper_tags,106, of,328,1.0,user,42.0,106,1.0,42
0,proper_tags,107, familiar,14488,1.0,user,43.0,107,1.0,43
0,proper_tags,108, text,2201,1.0,user,44.0,108,1.0,44
0,proper_tags,116,The,976,2.0,cot,1.0,116,2.0,45
0,proper_tags,117, user,1825,2.0,cot,2.0,117,2.0,46
0,proper_tags,118, has,853,2.0,cot,3.0,118,2.0,47
0,proper_tags,119, repeated,24161,2.0,cot,4.0,119,2.0,48
0,proper_tags,120, versions,17980,2.0,cot,5.0,120,2.0,49
0,proper_tags,121, of,328,2.0,cot,6.0,121,2.0,50
0,proper_tags,122, each,2454,2.0,cot,7.0,122,2.0,51
0,proper_tags,123, underlying,27899,2.0,cot,8.0,123,2.0,52
0,proper_tags,124, passage,26368,2.0,cot,9.0,124,2.0,53
0,proper_tags,125,",",11,2.0,cot,10.0,125,2.0,54
0,proper_tags,126, so,813,2.0,cot,11.0,126,2.0,55
0,proper_tags,127, a,261,2.0,cot,12.0,127,2.0,56
0,proper_tags,128, random,7526,2.0,cot,13.0,128,2.0,57
0,proper_tags,129, split,12648,2.0,cot,14.0,129,2.0,58
0,proper_tags,130, over,1072,2.0,cot,15.0,130,2.0,59
0,proper_tags,131, individual,4445,2.0,cot,16.0,131,2.0,60
0,proper_tags,132, role,5430,2.0,cot,17.0,132,2.0,61
0,proper_tags,133,-l,2887,2.0,cot,18.0,133,2.0,62
0,proper_tags,134,abeled,38049,2.0,cot,19.0,134,2.0,63
0,proper_tags,135, examples,15652,2.0,cot,20.0,135,2.0,64
0,proper_tags,136, could,2023,2.0,cot,21.0,136,2.0,65
0,proper_tags,137, put,3006,2.0,cot,22.0,137,2.0,66
0,proper_tags,138, related,7168,2.0,cot,23.0,138,2.0,67
0,proper_tags,139, text,2201,2.0,cot,24.0,139,2.0,68
0,proper_tags,140, on,402,2.0,cot,25.0,140,2.0,69
0,proper_tags,141, both,2973,2.0,cot,26.0,141,2.0,70
0,proper_tags,142, sides,18089,2.0,cot,27.0,142,2.0,71
0,proper_tags,143,.,13,2.0,cot,28.0,143,2.0,72
0,proper_tags,144, I,357,2.0,cot,29.0,144,2.0,73
0,proper_tags,145, should,1757,2.0,cot,30.0,145,2.0,74
0,proper_tags,146, explain,16644,2.0,cot,31.0,146,2.0,75
0,proper_tags,147, grouping,97243,2.0,cot,32.0,147,2.0,76
0,proper_tags,148, at,540,2.0,cot,33.0,148,2.0,77
