prompt_ix,prompt_key,token_ix,token,token_id,base_message_ix,base_message_type,segment_token_ix,sample_ix,seg_ix,display_token_ix,prob,p_system,p_user,p_cot,p_assistant,layer_ix,target_role
0,proper_tags,65,Hi,12194,1.0,user,1.0,65,1.0,1,4.512097097988064e-06,1.2094541895368367e-05,0.9999833933574134,4.512097097988064e-06,3.5931937775192025e-12,12,cot
0,proper_tags,66,!,0,1.0,user,2.0,66,1.0,2,8.11602842835282e-07,4.2657845181237126e-05,0.9999565305481884,8.11602842835282e-07,3.787473504609479e-12,12,cot
0,proper_tags,67, I'm,5477,1.0,user,3.0,67,1.0,3,0.0003143494285028113,4.0506293379528965e-05,0.9996451421387458,0.0003143494285028113,2.1393717532374356e-09,12,cot
0,proper_tags,68, planning,10249,1.0,user,4.0,68,1.0,4,1.640060799609101e-05,7.5735327186062e-05,0.9999078626489215,1.640060799609101e-05,1.4158962834765185e-09,12,cot
0,proper_tags,69, a,261,1.0,user,5.0,69,1.0,5,0.00034826725958998317,0.0053273510289158135,0.9943229888901173,0.00034826725958998317,1.3928213767347482e-06,12,cot
0,proper_tags,70, M,391,1.0,user,6.0,70,1.0,6,5.189258817282963e-05,0.00024584637801023816,0.9997022581143035,5.189258817282963e-05,2.9195133872596987e-09,12,cot
0,proper_tags,71,ATS,42222,1.0,user,7.0,71,1.0,7,3.0966324661140275e-06,6.799558567278738e-05,0.9999288991530233,3.0966324661140275e-06,8.628837708178936e-09,12,cot
0,proper_tags,72, study,5012,1.0,user,8.0,72,1.0,8,6.551940943316264e-07,1.1452690140077966e-05,0.9999878916942896,6.551940943316264e-07,4.2147587498929727e-10,12,cot
0,proper_tags,73, to,316,1.0,user,9.0,73,1.0,9,3.1757840954349774e-06,9.606865016502626e-06,0.9999872172657271,3.1757840954349774e-06,8.516071284288542e-11,12,cot
0,proper_tags,74, discuss,5381,1.0,user,10.0,74,1.0,10,1.5247038976759004e-06,4.442561991093392e-06,0.9999940323726694,1.5247038976759004e-06,3.6144172972738903e-10,12,cot
0,proper_tags,75, with,483,1.0,user,11.0,75,1.0,11,2.346559210602993e-05,1.5270465121681023e-05,0.9999612604176124,2.346559210602993e-05,3.525159861633541e-09,12,cot
0,proper_tags,76, Ne,4475,1.0,user,12.0,76,1.0,12,9.303709035547196e-06,6.758097800236588e-06,0.9999839375198718,9.303709035547196e-06,6.732923155691506e-10,12,cot
0,proper_tags,77,el,296,1.0,user,13.0,77,1.0,13,9.128500324738031e-06,3.777603283433916e-05,0.999953091925021,9.128500324738031e-06,3.5418199660298864e-09,12,cot
0,proper_tags,78,.,13,1.0,user,14.0,78,1.0,14,4.422398352808785e-05,0.00013683527067930728,0.999818931977974,4.422398352808785e-05,8.767818497124783e-09,12,cot
0,proper_tags,79, A,355,1.0,user,15.0,79,1.0,15,0.00018185719619570698,6.835480764761044e-05,0.9997497862755653,0.00018185719619570698,1.7205912772147438e-09,12,cot
0,proper_tags,80, role,5430,1.0,user,16.0,80,1.0,16,0.001154924113716597,0.001806456572119241,0.9970284430736847,0.001154924113716597,1.017624047957395e-05,12,cot
0,proper_tags,81, probe,31925,1.0,user,17.0,81,1.0,17,0.0001358349858562502,0.000762690498756686,0.999099255823263,0.0001358349858562502,2.2186921240164907e-06,12,cot
0,proper_tags,82, seems,7890,1.0,user,18.0,82,1.0,18,1.0272636056469371e-05,0.0004916293658498968,0.9994980944452522,1.0272636056469371e-05,3.5528415744461753e-09,12,cot
0,proper_tags,83, sensitive,24438,1.0,user,19.0,83,1.0,19,0.00026827375742448926,0.00149000089853407,0.9982381443209558,0.00026827375742448926,3.581023085588706e-06,12,cot
0,proper_tags,84, to,316,1.0,user,20.0,84,1.0,20,3.2629271970242624e-06,6.761570119644212e-05,0.9999290096743757,3.2629271970242624e-06,1.1169723067378455e-07,12,cot
0,proper_tags,85, both,2973,1.0,user,21.0,85,1.0,21,0.00011958415410760692,0.0004345350611770591,0.9994453913455086,0.00011958415410760692,4.894392066412835e-07,12,cot
0,proper_tags,86, message,3176,1.0,user,22.0,86,1.0,22,0.0007508115870850882,0.0014543236803467078,0.9976328969422669,0.0007508115870850882,0.00016196779030146213,12,cot
0,proper_tags,87, labels,17125,1.0,user,23.0,87,1.0,23,0.005157083495943419,0.00990767531413438,0.9847494333662754,0.005157083495943419,0.00018580782364684942,12,cot
0,proper_tags,88, and,326,1.0,user,24.0,88,1.0,24,0.028290692673564308,0.01749217461279631,0.9531084199828961,0.028290692673564308,0.0011087127307432638,12,cot
0,proper_tags,89, writing,5281,1.0,user,25.0,89,1.0,25,0.01276180601889592,0.01893186233306409,0.9669462901696827,0.01276180601889592,0.0013600414783571085,12,cot
0,proper_tags,90, style,2713,1.0,user,26.0,90,1.0,26,0.012437745463939586,0.035459089209846,0.9515369069756437,0.012437745463939586,0.0005662583505704678,12,cot
0,proper_tags,91,.,13,1.0,user,27.0,91,1.0,27,0.0006779981133476319,0.0007388106296489541,0.9985802221279116,0.0006779981133476319,2.969129091640748e-06,12,cot
0,proper_tags,92, What,4614,1.0,user,28.0,92,1.0,28,0.001095610813292638,0.0007145420209446278,0.9981898200705771,0.001095610813292638,2.709518557129228e-08,12,cot
0,proper_tags,93, ab,692,1.0,user,29.0,93,1.0,29,0.0012423565437453283,0.0033188455264710477,0.9954148159875806,0.0012423565437453283,2.398194220298913e-05,12,cot
0,proper_tags,94,lation,4247,1.0,user,30.0,94,1.0,30,0.00353202290083036,0.00839306624588011,0.9878028601439075,0.00353202290083036,0.00027205070938213525,12,cot
0,proper_tags,95, would,1481,1.0,user,31.0,95,1.0,31,0.0002067000121337982,0.0003570716866673782,0.9994343200168909,0.0002067000121337982,1.9082843077836083e-06,12,cot
0,proper_tags,96, help,1652,1.0,user,32.0,96,1.0,32,0.001201078999841518,0.00495950669788943,0.9938218334192159,0.001201078999841518,1.7580883053056175e-05,12,cot
0,proper_tags,97, me,668,1.0,user,33.0,97,1.0,33,0.0018980015648171345,0.0024769297927476233,0.9956245424768021,0.0018980015648171345,5.261656331779792e-07,12,cot
0,proper_tags,98, distinguish,59938,1.0,user,34.0,98,1.0,34,0.02212112797377565,0.007645418792712017,0.9666341894706114,0.02212112797377565,0.00359926376290101,12,cot
0,proper_tags,99, those,2617,1.0,user,35.0,99,1.0,35,0.10719504278048027,0.049235677777903386,0.6993781110283019,0.10719504278048027,0.14419116841331445,12,cot
0,proper_tags,100, explanations,69457,1.0,user,36.0,100,1.0,36,0.03617971069028877,0.041407370921523266,0.8429250434627504,0.03617971069028877,0.0794878749254376,12,cot
0,proper_tags,101, while,2049,1.0,user,37.0,101,1.0,37,0.044943665049427914,0.00746160019509562,0.9365915803800327,0.044943665049427914,0.01100315437544395,12,cot
0,proper_tags,102, keeping,13958,1.0,user,38.0,102,1.0,38,0.09388430612985608,0.005498722523925007,0.8516271775746963,0.09388430612985608,0.04898979377152257,12,cot
0,proper_tags,103, the,290,1.0,user,39.0,103,1.0,39,0.006449817632439841,0.01994812609540107,0.9684630993402331,0.006449817632439841,0.0051389569319259774,12,cot
0,proper_tags,104, experiment,12527,1.0,user,40.0,104,1.0,40,0.0017766770678257222,0.001939942463151939,0.9935321656070626,0.0017766770678257222,0.00275121486195971,12,cot
0,proper_tags,105, easy,4224,1.0,user,41.0,105,1.0,41,0.005623711497868263,0.0006273895647987133,0.9923764482566927,0.005623711497868263,0.001372450680640278,12,cot
0,proper_tags,106, to,316,1.0,user,42.0,106,1.0,42,0.09324099065770511,0.015247523717058313,0.17883395638324315,0.09324099065770511,0.7126775292419933,12,cot
0,proper_tags,107, understand,4218,1.0,user,43.0,107,1.0,43,0.0391919385118941,0.002550042769845978,0.9565685207388896,0.0391919385118941,0.0016894979793701274,12,cot
0,proper_tags,115,The,976,2.0,cot,1.0,115,2.0,44,0.9954299756269304,5.248732920105492e-10,8.205925940417883e-09,0.9954299756269304,0.004570015642270274,12,cot
0,proper_tags,116, user,1825,2.0,cot,2.0,116,2.0,45,0.9990688880425835,1.7538953367005043e-08,5.709966656474179e-07,0.9990688880425835,0.0009305234217973068,12,cot
