prompt_ix,prompt_key,token_ix,token,token_id,base_message_ix,base_message_type,segment_token_ix,sample_ix,seg_ix,display_token_ix,prob,p_system,p_user,p_cot,p_assistant,layer_ix,target_role
0,proper_tags,65,Hi,12194,1.0,user,1.0,65,1.0,1,4.512097097988064e-06,1.2094541895368367e-05,0.9999833933574134,4.512097097988064e-06,3.5931937775192025e-12,12,cot
0,proper_tags,66,!,0,1.0,user,2.0,66,1.0,2,8.11602842835282e-07,4.2657845181237126e-05,0.9999565305481884,8.11602842835282e-07,3.787473504609479e-12,12,cot
0,proper_tags,67, I'm,5477,1.0,user,3.0,67,1.0,3,0.0003143494285028113,4.0506293379528965e-05,0.9996451421387458,0.0003143494285028113,2.1393717532374356e-09,12,cot
0,proper_tags,68, preparing,27673,1.0,user,4.0,68,1.0,4,1.091527432866547e-06,3.330750277057754e-05,0.9999656009517899,1.091527432866547e-06,1.800659954487007e-11,12,cot
0,proper_tags,69, a,261,1.0,user,5.0,69,1.0,5,0.001240449998224255,0.000651783207284139,0.9981077549658712,0.001240449998224255,1.182862020047023e-08,12,cot
0,proper_tags,70, M,391,1.0,user,6.0,70,1.0,6,4.273591362417146e-06,5.667962721293018e-05,0.9999390467187912,4.273591362417146e-06,6.263334118106283e-11,12,cot
0,proper_tags,71,ATS,42222,1.0,user,7.0,71,1.0,7,1.8233750607635883e-06,6.103776703832095e-05,0.9999371371396226,1.8233750607635883e-06,1.7182782578304422e-09,12,cot
0,proper_tags,72, steering,49066,1.0,user,8.0,72,1.0,8,0.00022792754157432776,0.0002128992737815583,0.9995590889129449,0.00022792754157432776,8.427169909425318e-08,12,cot
0,proper_tags,73, experiment,12527,1.0,user,9.0,73,1.0,9,4.695283739834188e-06,8.55951243452567e-05,0.9999097046825174,4.695283739834188e-06,4.909397740466681e-09,12,cot
0,proper_tags,74, to,316,1.0,user,10.0,74,1.0,10,9.509170216920804e-07,8.860969370464868e-06,0.9999901881096942,9.509170216920804e-07,3.913504829813076e-12,12,cot
0,proper_tags,75, discuss,5381,1.0,user,11.0,75,1.0,11,1.5432945936297555e-06,9.007313330856317e-06,0.9999894489747975,1.5432945936297555e-06,4.1727811703960825e-10,12,cot
0,proper_tags,76, with,483,1.0,user,12.0,76,1.0,12,1.3468578207379054e-05,6.959533694748903e-06,0.9999795717043723,1.3468578207379054e-05,1.8372550572585032e-10,12,cot
0,proper_tags,77, Ne,4475,1.0,user,13.0,77,1.0,13,1.3431102421935291e-05,5.8609734101406414e-05,0.9999279575423201,1.3431102421935291e-05,1.6211565707339861e-09,12,cot
0,proper_tags,78,el,296,1.0,user,14.0,78,1.0,14,1.077661080045028e-06,2.7337605906255578e-05,0.9999715845419477,1.077661080045028e-06,1.910659236674614e-10,12,cot
0,proper_tags,79,.,13,1.0,user,15.0,79,1.0,15,4.457181981720271e-06,7.943059707846922e-05,0.9999161120256106,4.457181981720271e-06,1.9532912121540943e-10,12,cot
0,proper_tags,80, I,357,1.0,user,16.0,80,1.0,16,1.7057026881070723e-05,3.711225345722691e-05,0.9999458306780225,1.7057026881070723e-05,4.16392898199651e-11,12,cot
0,proper_tags,81, have,679,1.0,user,17.0,81,1.0,17,0.00016579930270518018,0.00018378760756139354,0.9996504050461226,0.00016579930270518018,8.043610677603904e-09,12,cot
0,proper_tags,82, a,261,1.0,user,18.0,82,1.0,18,5.284717805802045e-07,5.349750479430729e-05,0.9999459739592843,5.284717805802045e-07,6.414086304826257e-11,12,cot
0,proper_tags,83, probe,31925,1.0,user,19.0,83,1.0,19,0.0007722470086200592,0.010571215696289639,0.9885141841710647,0.0007722470086200592,0.0001423531240257224,12,cot
0,proper_tags,84,'s,885,1.0,user,20.0,84,1.0,20,5.266655916654711e-07,0.0007726496740948544,0.9992267892210593,5.266655916654711e-07,3.4439254114349464e-08,12,cot
0,proper_tags,85, weight,6049,1.0,user,21.0,85,1.0,21,0.009592511839286177,0.002902825314437602,0.9874284717854552,0.009592511839286177,7.61910608211155e-05,12,cot
0,proper_tags,86, vector,9727,1.0,user,22.0,86,1.0,22,0.0003709703593683899,0.0014929030258042555,0.9981351789130191,0.0003709703593683899,9.47701808213136e-07,12,cot
0,proper_tags,87, and,326,1.0,user,23.0,87,1.0,23,9.39626476682341e-06,0.0007505781926401255,0.9992400157464626,9.39626476682341e-06,9.79613038988914e-09,12,cot
0,proper_tags,88, a,261,1.0,user,24.0,88,1.0,24,2.3210923189015704e-06,0.0003534761424076354,0.9996442004219152,2.3210923189015704e-06,2.343358017621716e-09,12,cot
0,proper_tags,89, mean,4774,1.0,user,25.0,89,1.0,25,0.0018958773855102663,0.0018721863097472375,0.9962122588038279,0.0018958773855102663,1.9677500914724408e-05,12,cot
0,proper_tags,90, difference,9809,1.0,user,26.0,90,1.0,26,0.00906968285583524,0.0038189524810321326,0.9766853759044968,0.00906968285583524,0.0104259887586359,12,cot
0,proper_tags,91, between,2870,1.0,user,27.0,91,1.0,27,2.5751599158144785e-05,0.00011888555190690612,0.9998541979404317,2.5751599158144785e-05,1.1649085030671044e-06,12,cot
0,proper_tags,92, two,1920,1.0,user,28.0,92,1.0,28,0.001755673920994789,0.0025238098590762243,0.9943536326346175,0.001755673920994789,0.0013668835853116645,12,cot
0,proper_tags,93, activation,28961,1.0,user,29.0,93,1.0,29,1.4126592855318365e-05,0.0031529000460503442,0.9968277002579049,1.4126592855318365e-05,5.2731031893646434e-06,12,cot
0,proper_tags,94, groups,8896,1.0,user,30.0,94,1.0,30,0.03565120594653594,0.024804506934018023,0.9348929796425441,0.03565120594653594,0.0046513074769019705,12,cot
0,proper_tags,95,.,13,1.0,user,31.0,95,1.0,31,0.001958292735150124,0.0005102750002092401,0.997530221955942,0.001958292735150124,1.210308698587546e-06,12,cot
0,proper_tags,96, Are,10547,1.0,user,32.0,96,1.0,32,4.1125524117154445e-05,0.00018654897917418025,0.9997723232349948,4.1125524117154445e-05,2.261713943365251e-09,12,cot
0,proper_tags,97, these,1879,1.0,user,33.0,97,1.0,33,0.009574126960283714,0.0061995174693878635,0.9841920272509784,0.009574126960283714,3.432831934995188e-05,12,cot
0,proper_tags,98, interchangeable,148543,1.0,user,34.0,98,1.0,34,0.015018859180001587,0.022073448859719087,0.9611713024936627,0.015018859180001587,0.0017363894666167481,12,cot
0,proper_tags,99, directions,24921,1.0,user,35.0,99,1.0,35,0.0014314039472941057,0.001355503059702896,0.9971923591229531,0.0014314039472941057,2.07338700499794e-05,12,cot
0,proper_tags,100,",",11,1.0,user,36.0,100,1.0,36,0.009210253430631277,0.004987453635653204,0.9857350950225938,0.009210253430631277,6.719791112163634e-05,12,cot
0,proper_tags,101, or,503,1.0,user,37.0,101,1.0,37,0.005421812763812695,0.002044553926311549,0.9925321487295424,0.005421812763812695,1.4845803333887952e-06,12,cot
0,proper_tags,102, should,1757,1.0,user,38.0,102,1.0,38,0.0634021892597448,0.002577193106539787,0.9339817363820423,0.0634021892597448,3.8881251673190124e-05,12,cot
0,proper_tags,103, I,357,1.0,user,39.0,103,1.0,39,0.00248160281353449,0.0009272334523794956,0.9965836455668883,0.00248160281353449,7.518167197877734e-06,12,cot
0,proper_tags,104, test,1746,1.0,user,40.0,104,1.0,40,0.10368627710580279,0.019134190520607646,0.8465714035384597,0.10368627710580279,0.030608128835129856,12,cot
0,proper_tags,105, and,326,1.0,user,41.0,105,1.0,41,0.3532308525625984,0.046785383950429645,0.4892429449076351,0.3532308525625984,0.11074081857933699,12,cot
0,proper_tags,106, present,3333,1.0,user,42.0,106,1.0,42,0.0008025191068694058,0.006111854035644312,0.9923617865283269,0.0008025191068694058,0.0007238403291595014,12,cot
0,proper_tags,107, them,1373,1.0,user,43.0,107,1.0,43,0.1229728265839651,0.0021504942195619834,0.8687189788990041,0.1229728265839651,0.006157700297468752,12,cot
0,proper_tags,108, separately,37741,1.0,user,44.0,108,1.0,44,0.007934382177110651,0.002183007966770211,0.9896261574129953,0.007934382177110651,0.00025645244312375,12,cot
0,proper_tags,116,The,976,2.0,cot,1.0,116,2.0,45,0.9991711839681652,7.018511232348468e-10,9.403184720117604e-09,0.9991711839681652,0.0008288059267988856,12,cot
