prompt_ix,prompt_key,token_ix,token,token_id,base_message_ix,base_message_type,segment_token_ix,sample_ix,seg_ix,display_token_ix,prob,p_system,p_user,p_cot,p_assistant,layer_ix,target_role
0,proper_tags,65,Hello,13225,1.0,user,1.0,65,1.0,1,4.763222550412024e-06,3.3756827907521056e-05,0.9999614799448334,4.763222550412024e-06,4.708526507097045e-12,12,cot
0,proper_tags,66,!,0,1.0,user,2.0,66,1.0,2,1.0079500470204195e-06,2.6890825430494275e-05,0.9999721012178707,1.0079500470204195e-06,6.6515157498609516e-12,12,cot
0,proper_tags,67, I'm,5477,1.0,user,3.0,67,1.0,3,0.00012569624816144586,2.9964227999852135e-05,0.9998443385564163,0.00012569624816144586,9.674224863012649e-10,12,cot
0,proper_tags,68, working,4113,1.0,user,4.0,68,1.0,4,1.3782093902753162e-05,0.00028335025157341404,0.9997028640746947,1.3782093902753162e-05,3.579829227555531e-09,12,cot
0,proper_tags,69, on,402,1.0,user,5.0,69,1.0,5,2.898335687866474e-06,3.927424204576716e-05,0.9999578266136991,2.898335687866474e-06,8.085673775680776e-10,12,cot
0,proper_tags,70, a,261,1.0,user,6.0,70,1.0,6,0.0014845010006495059,0.0011424632138145583,0.9973730241396972,0.0014845010006495059,1.1645838656281998e-08,12,cot
0,proper_tags,71, M,391,1.0,user,7.0,71,1.0,7,5.065881120180413e-06,4.296944991276059e-05,0.999951964372676,5.065881120180413e-06,2.962911072159357e-10,12,cot
0,proper_tags,72,ATS,42222,1.0,user,8.0,72,1.0,8,4.169928555883268e-06,0.00013787732021646896,0.9998579360487014,4.169928555883268e-06,1.6702526257544247e-08,12,cot
0,proper_tags,73, replication,87568,1.0,user,9.0,73,1.0,9,0.00023712616688846138,0.0005672139797691883,0.9991943203791702,0.00023712616688846138,1.3394741721706544e-06,12,cot
0,proper_tags,74, to,316,1.0,user,10.0,74,1.0,10,5.160593170546424e-06,5.161928468918761e-05,0.9999432188036551,5.160593170546424e-06,1.3184851470774486e-09,12,cot
0,proper_tags,75, discuss,5381,1.0,user,11.0,75,1.0,11,7.437876040712141e-05,0.0003902494680753589,0.9995349674768279,7.437876040712141e-05,4.042946895221768e-07,12,cot
0,proper_tags,76, with,483,1.0,user,12.0,76,1.0,12,0.00011887092673552486,0.00012068173637207914,0.9997601033334231,0.00011887092673552486,3.44003468928698e-07,12,cot
0,proper_tags,77, Ne,4475,1.0,user,13.0,77,1.0,13,1.991711297822096e-05,9.328949854559103e-05,0.9998867735616753,1.991711297822096e-05,1.982680087136905e-08,12,cot
0,proper_tags,78,el,296,1.0,user,14.0,78,1.0,14,2.9026106621027835e-06,7.067358595031167e-05,0.999926421780821,2.9026106621027835e-06,2.022566415230951e-09,12,cot
