prompt_ix,prompt_key,token_ix,token,token_id,base_message_ix,base_message_type,segment_token_ix,sample_ix,seg_ix,display_token_ix,prob,p_system,p_user,p_cot,p_assistant,layer_ix,target_role
0,proper_tags,65,Hi,12194,1.0,user,1.0,65,1.0,1,4.512097097988064e-06,1.2094541895368367e-05,0.9999833933574134,4.512097097988064e-06,3.5931937775192025e-12,12,cot
0,proper_tags,66,!,0,1.0,user,2.0,66,1.0,2,8.11602842835282e-07,4.2657845181237126e-05,0.9999565305481884,8.11602842835282e-07,3.787473504609479e-12,12,cot
0,proper_tags,67, I'm,5477,1.0,user,3.0,67,1.0,3,0.0003143494285028113,4.0506293379528965e-05,0.9996451421387458,0.0003143494285028113,2.1393717532374356e-09,12,cot
0,proper_tags,68, sketch,37890,1.0,user,4.0,68,1.0,4,4.175412940646902e-05,0.0011230150885430713,0.9988350576540916,4.175412940646902e-05,1.7312795890715862e-07,12,cot
0,proper_tags,69,ing,289,1.0,user,5.0,69,1.0,5,1.1353645712237112e-06,4.293724989862785e-05,0.9999559270366871,1.1353645712237112e-06,3.48842790732365e-10,12,cot
0,proper_tags,70, a,261,1.0,user,6.0,70,1.0,6,2.3757141521113743e-05,1.9999954386844998e-05,0.9999562426885518,2.3757141521113743e-05,2.1554015633690376e-10,12,cot
0,proper_tags,71, M,391,1.0,user,7.0,71,1.0,7,1.842353345634972e-06,5.225094020820786e-05,0.9999459064943168,1.842353345634972e-06,2.1212921795740407e-10,12,cot
0,proper_tags,72,ATS,42222,1.0,user,8.0,72,1.0,8,5.491505669816886e-06,0.00010290125201196369,0.9998915980205325,5.491505669816886e-06,9.221785867255787e-09,12,cot
0,proper_tags,73, project,2993,1.0,user,9.0,73,1.0,9,1.1218211944273943e-05,6.431907976345477e-05,0.9999244620277393,1.1218211944273943e-05,6.805529452267294e-10,12,cot
0,proper_tags,74, to,316,1.0,user,10.0,74,1.0,10,3.924993777279466e-06,0.00015658179639896786,0.9998394929606597,3.924993777279466e-06,2.4916406150154187e-10,12,cot
0,proper_tags,75, discuss,5381,1.0,user,11.0,75,1.0,11,8.166473013090431e-07,1.4407327741144653e-05,0.9999847760054361,8.166473013090431e-07,1.952133270351941e-11,12,cot
0,proper_tags,76, with,483,1.0,user,12.0,76,1.0,12,2.2853229897010064e-06,4.815719502443295e-06,0.9999928989475754,2.2853229897010064e-06,9.932521418681e-12,12,cot
0,proper_tags,77, Ne,4475,1.0,user,13.0,77,1.0,13,4.472199947342016e-06,1.3073879789866065e-05,0.9999824538606363,4.472199947342016e-06,5.962648062584546e-11,12,cot
0,proper_tags,78,el,296,1.0,user,14.0,78,1.0,14,2.703589975496133e-06,4.462557659226352e-05,0.9999526707451144,2.703589975496133e-06,8.831792426536682e-11,12,cot
0,proper_tags,79,.,13,1.0,user,15.0,79,1.0,15,1.3895234249165545e-05,0.00019485134018086813,0.9997912528398313,1.3895234249165545e-05,5.857389222817165e-10,12,cot
0,proper_tags,80, I,357,1.0,user,16.0,80,1.0,16,2.841935049749455e-05,6.987495996823731e-05,0.999901704744224,2.841935049749455e-05,9.45310263521265e-10,12,cot
0,proper_tags,81, have,679,1.0,user,17.0,81,1.0,17,0.00028856918464570895,0.0002572699753368825,0.9994540910320677,0.00028856918464570895,6.980794981481795e-08,12,cot
0,proper_tags,82, ideas,7865,1.0,user,18.0,82,1.0,18,0.0027085329797809803,0.0014870985772461893,0.9958014756570692,0.0027085329797809803,2.892785903580242e-06,12,cot
0,proper_tags,83, about,1078,1.0,user,19.0,83,1.0,19,0.000445788466282086,0.00047762900313822625,0.9990765364478027,0.000445788466282086,4.608277678287942e-08,12,cot
0,proper_tags,84, role,5430,1.0,user,20.0,84,1.0,20,0.0007912787028008178,0.0009032449840796067,0.9983011884555366,0.0007912787028008178,4.2878575828755844e-06,12,cot
0,proper_tags,85, probes,127387,1.0,user,21.0,85,1.0,21,0.0012059288382739312,0.008722326340298396,0.9900060522058896,0.0012059288382739312,6.56926155382423e-05,12,cot
0,proper_tags,86,",",11,1.0,user,22.0,86,1.0,22,0.00018806165054389902,0.0002460045596577372,0.9995659311536415,0.00018806165054389902,2.6361569280976375e-09,12,cot
0,proper_tags,87, steering,49066,1.0,user,23.0,87,1.0,23,0.00038109073662660265,0.0007307608166054202,0.998887041368455,0.00038109073662660265,1.1070783128670975e-06,12,cot
0,proper_tags,88, vectors,52254,1.0,user,24.0,88,1.0,24,0.0018304170510681254,0.0074096777312516494,0.9906823382668519,0.0018304170510681254,7.756695082824689e-05,12,cot
0,proper_tags,89,",",11,1.0,user,25.0,89,1.0,25,0.00010595221158615558,0.000273219229718169,0.9996208276718301,0.00010595221158615558,8.868654840967321e-10,12,cot
0,proper_tags,90, and,326,1.0,user,26.0,90,1.0,26,0.0002468884803373472,0.0006510986780081185,0.9991016508732481,0.0002468884803373472,3.619684065286495e-07,12,cot
0,proper_tags,91, agent,11793,1.0,user,27.0,91,1.0,27,0.006181035130293962,0.005831893518565562,0.9874509189660684,0.006181035130293962,0.0005361523850721082,12,cot
0,proper_tags,92, behavior,12741,1.0,user,28.0,92,1.0,28,0.005020103145601522,0.00241490234615925,0.9925059400652442,0.005020103145601522,5.905444299509667e-05,12,cot
0,proper_tags,93,",",11,1.0,user,29.0,93,1.0,29,0.00034319784915742276,0.0016268832735169443,0.9980298799224572,0.00034319784915742276,3.895486859525771e-08,12,cot
0,proper_tags,94, but,889,1.0,user,30.0,94,1.0,30,0.0003478555926147443,0.0005806578402830476,0.9990714841673785,0.0003478555926147443,2.399723673867711e-09,12,cot
0,proper_tags,95, the,290,1.0,user,31.0,95,1.0,31,4.262467589505501e-05,0.00038283324669260223,0.9995745287306392,4.262467589505501e-05,1.3346773245276354e-08,12,cot
0,proper_tags,96, plan,3496,1.0,user,32.0,96,1.0,32,0.00335388341260543,0.0016266608859809666,0.9950137610593633,0.00335388341260543,5.694642050242312e-06,12,cot
0,proper_tags,97, feels,16591,1.0,user,33.0,97,1.0,33,0.20645031643898953,0.021040452373276754,0.7721713113678058,0.20645031643898953,0.000337919819928009,12,cot
0,proper_tags,98, scattered,67096,1.0,user,34.0,98,1.0,34,0.019287741364590296,0.002256102449465398,0.978249978916044,0.019287741364590296,0.00020617726990025835,12,cot
0,proper_tags,99,.,13,1.0,user,35.0,99,1.0,35,0.028293001305688972,0.0019878832529628817,0.9697145960870945,0.028293001305688972,4.519354253537543e-06,12,cot
0,proper_tags,100, How,3253,1.0,user,36.0,100,1.0,36,0.006092573608730417,0.007284655174573252,0.9866227637994397,0.006092573608730417,7.417256562057231e-09,12,cot
0,proper_tags,101, can,665,1.0,user,37.0,101,1.0,37,0.010242423328125123,0.0003062007762851138,0.9894513703563363,0.010242423328125123,5.5392532727460545e-09,12,cot
0,proper_tags,102, I,357,1.0,user,38.0,102,1.0,38,0.0003636247512472208,0.0006905112670152387,0.998945783154864,0.0003636247512472208,8.082687321638849e-08,12,cot
0,proper_tags,103, turn,3716,1.0,user,39.0,103,1.0,39,0.0061242038206121355,0.0004936530768740676,0.9933813654887079,0.0061242038206121355,7.776138057885572e-07,12,cot
0,proper_tags,104, these,1879,1.0,user,40.0,104,1.0,40,0.056245413153443606,0.00552739950723114,0.9381965841029138,0.056245413153443606,3.060323641136026e-05,12,cot
0,proper_tags,105, into,1511,1.0,user,41.0,105,1.0,41,0.018851464991707787,0.0007984417965646354,0.9803430211532416,0.018851464991707787,7.072058486028738e-06,12,cot
0,proper_tags,106, one,1001,1.0,user,42.0,106,1.0,42,0.07871835180484081,0.005075137264855056,0.9154174034500109,0.07871835180484081,0.0007891074802934592,12,cot
0,proper_tags,107, useful,8316,1.0,user,43.0,107,1.0,43,0.03893616763019242,0.0032346223971897827,0.9575533090112054,0.03893616763019242,0.0002759009614124816,12,cot
0,proper_tags,108, research,4176,1.0,user,44.0,108,1.0,44,0.012647733691964813,0.0025484418268602173,0.984784295046806,0.012647733691964813,1.952943436898241e-05,12,cot
0,proper_tags,109, question,4928,1.0,user,45.0,109,1.0,45,0.010571841354807966,0.0027044187939419266,0.9863377805323222,0.010571841354807966,0.00038595931892802755,12,cot
