prompt_ix,prompt_key,token_ix,token,token_id,base_message_ix,base_message_type,segment_token_ix,sample_ix,seg_ix,display_token_ix
0,proper_tags,65,Hello,13225,1.0,user,1.0,65,1.0,1
0,proper_tags,66,!,0,1.0,user,2.0,66,1.0,2
0,proper_tags,67, I'm,5477,1.0,user,3.0,67,1.0,3
0,proper_tags,68, preparing,27673,1.0,user,4.0,68,1.0,4
0,proper_tags,69, a,261,1.0,user,5.0,69,1.0,5
0,proper_tags,70, M,391,1.0,user,6.0,70,1.0,6
0,proper_tags,71,ATS,42222,1.0,user,7.0,71,1.0,7
0,proper_tags,72, figure,11310,1.0,user,8.0,72,1.0,8
0,proper_tags,73, to,316,1.0,user,9.0,73,1.0,9
0,proper_tags,74, discuss,5381,1.0,user,10.0,74,1.0,10
0,proper_tags,75, with,483,1.0,user,11.0,75,1.0,11
0,proper_tags,76, Ne,4475,1.0,user,12.0,76,1.0,12
0,proper_tags,77,el,296,1.0,user,13.0,77,1.0,13
0,proper_tags,78,.,13,1.0,user,14.0,78,1.0,14
0,proper_tags,79, Each,11555,1.0,user,15.0,79,1.0,15
0,proper_tags,80, conversation,15681,1.0,user,16.0,80,1.0,16
0,proper_tags,81, contains,8895,1.0,user,17.0,81,1.0,17
0,proper_tags,82, a,261,1.0,user,18.0,82,1.0,18
0,proper_tags,83, different,2647,1.0,user,19.0,83,1.0,19
0,proper_tags,84, number,2086,1.0,user,20.0,84,1.0,20
0,proper_tags,85, of,328,1.0,user,21.0,85,1.0,21
0,proper_tags,86, tokens,20290,1.0,user,22.0,86,1.0,22
0,proper_tags,87,",",11,1.0,user,23.0,87,1.0,23
0,proper_tags,88, and,326,1.0,user,24.0,88,1.0,24
0,proper_tags,89, I,357,1.0,user,25.0,89,1.0,25
0,proper_tags,90, have,679,1.0,user,26.0,90,1.0,26
0,proper_tags,91, role,5430,1.0,user,27.0,91,1.0,27
0,proper_tags,92, probabilities,100033,1.0,user,28.0,92,1.0,28
0,proper_tags,93, at,540,1.0,user,29.0,93,1.0,29
0,proper_tags,94, every,1753,1.0,user,30.0,94,1.0,30
0,proper_tags,95, position,4010,1.0,user,31.0,95,1.0,31
0,proper_tags,96,.,13,1.0,user,32.0,96,1.0,32
0,proper_tags,97, How,3253,1.0,user,33.0,97,1.0,33
0,proper_tags,98, should,1757,1.0,user,34.0,98,1.0,34
0,proper_tags,99, I,357,1.0,user,35.0,99,1.0,35
0,proper_tags,100, aggregate,37989,1.0,user,36.0,100,1.0,36
0,proper_tags,101, them,1373,1.0,user,37.0,101,1.0,37
0,proper_tags,102, without,2935,1.0,user,38.0,102,1.0,38
0,proper_tags,103, letting,31328,1.0,user,39.0,103,1.0,39
0,proper_tags,104, a,261,1.0,user,40.0,104,1.0,40
0,proper_tags,105, few,3120,1.0,user,41.0,105,1.0,41
0,proper_tags,106, long,1701,1.0,user,42.0,106,1.0,42
0,proper_tags,107, conversations,31594,1.0,user,43.0,107,1.0,43
0,proper_tags,108, dominate,77297,1.0,user,44.0,108,1.0,44
0,proper_tags,109, the,290,1.0,user,45.0,109,1.0,45
0,proper_tags,110, result,1534,1.0,user,46.0,110,1.0,46
0,proper_tags,118,The,976,2.0,cot,1.0,118,2.0,47
0,proper_tags,119, user,1825,2.0,cot,2.0,119,2.0,48
0,proper_tags,120, needs,4414,2.0,cot,3.0,120,2.0,49
0,proper_tags,121, an,448,2.0,cot,4.0,121,2.0,50
0,proper_tags,122, aggregation,93321,2.0,cot,5.0,122,2.0,51
0,proper_tags,123, rule,10652,2.0,cot,6.0,123,2.0,52
0,proper_tags,124, that,484,2.0,cot,7.0,124,2.0,53
0,proper_tags,125, matches,15248,2.0,cot,8.0,125,2.0,54
0,proper_tags,126, a,261,2.0,cot,9.0,126,2.0,55
0,proper_tags,127, conversation,15681,2.0,cot,10.0,127,2.0,56
0,proper_tags,128,-level,19231,2.0,cot,11.0,128,2.0,57
0,proper_tags,129, question,4928,2.0,cot,12.0,129,2.0,58
0,proper_tags,130,.,13,2.0,cot,13.0,130,2.0,59
0,proper_tags,131, Pool,27585,2.0,cot,14.0,131,2.0,60
0,proper_tags,132,ing,289,2.0,cot,15.0,132,2.0,61
0,proper_tags,133, all,722,2.0,cot,16.0,133,2.0,62
0,proper_tags,134, tokens,20290,2.0,cot,17.0,134,2.0,63
0,proper_tags,135, gives,8967,2.0,cot,18.0,135,2.0,64
0,proper_tags,136, longer,7411,2.0,cot,19.0,136,2.0,65
0,proper_tags,137, conversations,31594,2.0,cot,20.0,137,2.0,66
0,proper_tags,138, more,945,2.0,cot,21.0,138,2.0,67
0,proper_tags,139, influence,16044,2.0,cot,22.0,139,2.0,68
0,proper_tags,140,",",11,2.0,cot,23.0,140,2.0,69
0,proper_tags,141, which,1118,2.0,cot,24.0,141,2.0,70
0,proper_tags,142, may,1340,2.0,cot,25.0,142,2.0,71
0,proper_tags,143, be,413,2.0,cot,26.0,143,2.0,72
0,proper_tags,144, appropriate,11081,2.0,cot,27.0,144,2.0,73
0,proper_tags,145, for,395,2.0,cot,28.0,145,2.0,74
0,proper_tags,146, a,261,2.0,cot,29.0,146,2.0,75
0,proper_tags,147, token,6602,2.0,cot,30.0,147,2.0,76
0,proper_tags,148,-weight,24650,2.0,cot,31.0,148,2.0,77
