prompt_ix,prompt_key,token_ix,token,token_id,base_message_ix,base_message_type,segment_token_ix,sample_ix,seg_ix,display_token_ix,prob,p_system,p_user,p_cot,p_assistant,layer_ix,target_role
0,proper_tags,65,Hi,12194,1.0,user,1.0,65,1.0,1,4.512097097988064e-06,1.2094541895368367e-05,0.9999833933574134,4.512097097988064e-06,3.5931937775192025e-12,12,cot
0,proper_tags,66,!,0,1.0,user,2.0,66,1.0,2,8.11602842835282e-07,4.2657845181237126e-05,0.9999565305481884,8.11602842835282e-07,3.787473504609479e-12,12,cot
0,proper_tags,67, I'm,5477,1.0,user,3.0,67,1.0,3,0.0003143494285028113,4.0506293379528965e-05,0.9996451421387458,0.0003143494285028113,2.1393717532374356e-09,12,cot
0,proper_tags,68, writing,5281,1.0,user,4.0,68,1.0,4,3.4104385553544716e-06,9.326575437710746e-05,0.9999033237211088,3.4104385553544716e-06,8.595870958440075e-11,12,cot
0,proper_tags,69, up,869,1.0,user,5.0,69,1.0,5,1.1249539938347444e-05,0.00035577454879349963,0.9996329157723557,1.1249539938347444e-05,6.013891240980703e-08,12,cot
0,proper_tags,70, a,261,1.0,user,6.0,70,1.0,6,0.0032206325973477045,0.0006392436611358696,0.9961401196853802,0.0032206325973477045,4.056136201810079e-09,12,cot
0,proper_tags,71, M,391,1.0,user,7.0,71,1.0,7,5.851608486053784e-05,0.00017421559392587807,0.9997672670557526,5.851608486053784e-05,1.2654609204065329e-09,12,cot
0,proper_tags,72,ATS,42222,1.0,user,8.0,72,1.0,8,2.33696065984191e-06,7.708734628497426e-05,0.9999205707415266,2.33696065984191e-06,4.9515286329436794e-09,12,cot
0,proper_tags,73, project,2993,1.0,user,9.0,73,1.0,9,3.585641433935804e-05,4.6899363871726416e-05,0.9999172434004173,3.585641433935804e-05,8.213716648619983e-10,12,cot
0,proper_tags,74, to,316,1.0,user,10.0,74,1.0,10,1.622931853956254e-05,0.00019254226466627176,0.9997912274347273,1.622931853956254e-05,9.82067061909022e-10,12,cot
0,proper_tags,75, discuss,5381,1.0,user,11.0,75,1.0,11,3.735109709633839e-06,0.00014693990147364309,0.9998493248017458,3.735109709633839e-06,1.8707086651461654e-10,12,cot
0,proper_tags,76, with,483,1.0,user,12.0,76,1.0,12,9.364676750769575e-06,1.3959018679339562e-05,0.9999766757113412,9.364676750769575e-06,5.932288291341261e-10,12,cot
0,proper_tags,77, Ne,4475,1.0,user,13.0,77,1.0,13,2.0383135956104513e-05,2.8299424139150252e-05,0.9999513165307459,2.0383135956104513e-05,9.091589407991586e-10,12,cot
0,proper_tags,78,el,296,1.0,user,14.0,78,1.0,14,8.045009009086444e-07,1.514435339883679e-05,0.9999840511022169,8.045009009086444e-07,4.348348245701073e-11,12,cot
0,proper_tags,79,.,13,1.0,user,15.0,79,1.0,15,1.5214978192148261e-05,0.00011726073675518125,0.9998675239394681,1.5214978192148261e-05,3.455846274574074e-10,12,cot
0,proper_tags,80, Suppose,183159,1.0,user,16.0,80,1.0,16,6.946082451476029e-06,4.129663375548103e-06,0.9999889239406777,6.946082451476029e-06,3.1349522783126566e-10,12,cot
0,proper_tags,81, a,261,1.0,user,17.0,81,1.0,17,6.843905308794426e-06,1.6481036943299853e-05,0.9999766750411347,6.843905308794426e-06,1.6613231193682992e-11,12,cot
0,proper_tags,82, steering,49066,1.0,user,18.0,82,1.0,18,0.00020793949209346898,0.0002677960921664534,0.9995221206660729,0.00020793949209346898,2.143749667178604e-06,12,cot
0,proper_tags,83, vector,9727,1.0,user,19.0,83,1.0,19,0.00014108310427071632,0.0033443714348345525,0.9965100851213144,0.00014108310427071632,4.460339580196135e-06,12,cot
0,proper_tags,84, moves,19523,1.0,user,20.0,84,1.0,20,1.5584295963110755e-05,0.00010148721903495726,0.9998828941884459,1.5584295963110755e-05,3.4296555956318144e-08,12,cot
0,proper_tags,85, the,290,1.0,user,21.0,85,1.0,21,2.9655500175223826e-05,0.001029474444913674,0.9989408187134089,2.9655500175223826e-05,5.1341502149777505e-08,12,cot
0,proper_tags,86, role,5430,1.0,user,22.0,86,1.0,22,4.239377947038733e-06,0.00021191018541254355,0.9997834309643217,4.239377947038733e-06,4.1947231866915717e-07,12,cot
0,proper_tags,87,-pro,9666,1.0,user,23.0,87,1.0,23,0.0008029291162458648,0.002023980441931707,0.9971405652324071,0.0008029291162458648,3.252520941509367e-05,12,cot
0,proper_tags,88,be,1464,1.0,user,24.0,88,1.0,24,0.0006535424393234137,0.0010697265690820523,0.9982753007509795,0.0006535424393234137,1.430240615134995e-06,12,cot
0,proper_tags,89, score,8429,1.0,user,25.0,89,1.0,25,6.324230161210305e-05,0.00017574827180356117,0.9997608554609148,6.324230161210305e-05,1.539656697220621e-07,12,cot
0,proper_tags,90, strongly,27203,1.0,user,26.0,90,1.0,26,7.648757260656577e-06,0.00029390963122627646,0.9996984316159087,7.648757260656577e-06,9.99560451638315e-09,12,cot
0,proper_tags,91,",",11,1.0,user,27.0,91,1.0,27,4.075635929397374e-06,0.0015295001423022197,0.998466370798683,4.075635929397374e-06,5.3423085463412465e-08,12,cot
0,proper_tags,92, but,889,1.0,user,28.0,92,1.0,28,5.062852366989385e-06,6.032663433165122e-05,0.9999346069723388,5.062852366989385e-06,3.540962662404231e-09,12,cot
0,proper_tags,93, the,290,1.0,user,29.0,93,1.0,29,5.981736115830978e-05,0.0003342936770644867,0.999605313168743,5.981736115830978e-05,5.757930341017741e-07,12,cot
0,proper_tags,94, assistant,29186,1.0,user,30.0,94,1.0,30,0.00032380468279911154,0.0009023929057057118,0.9986913081540505,0.00032380468279911154,8.249425744466472e-05,12,cot
0,proper_tags,95, still,2928,1.0,user,31.0,95,1.0,31,0.0002537691094263931,0.002200110421950852,0.9975385680004307,0.0002537691094263931,7.552468191926303e-06,12,cot
0,proper_tags,96, follows,18183,1.0,user,32.0,96,1.0,32,0.00011518618825339469,0.0013195207050401506,0.9985647454748984,0.00011518618825339469,5.476318079215481e-07,12,cot
0,proper_tags,97, the,290,1.0,user,33.0,97,1.0,33,0.05957663049889342,0.004339100573429498,0.9360499008209582,0.05957663049889342,3.436810671899185e-05,12,cot
0,proper_tags,98, unwanted,49578,1.0,user,34.0,98,1.0,34,6.243642461194804e-05,0.00027142237842222016,0.9996656680725304,6.243642461194804e-05,4.7312443522231606e-07,12,cot
0,proper_tags,99, instruction,21179,1.0,user,35.0,99,1.0,35,0.0021377868175793207,0.002749544883160562,0.9951083058557658,0.0021377868175793207,4.362443494064661e-06,12,cot
0,proper_tags,100,.,13,1.0,user,36.0,100,1.0,36,0.0028442584695696394,0.0007117903628774962,0.9964382836197881,0.0028442584695696394,5.667547764770293e-06,12,cot
0,proper_tags,101, What,4614,1.0,user,37.0,101,1.0,37,0.0014401438442855734,8.241339803768857e-05,0.998477390950895,0.0014401438442855734,5.180678166351241e-08,12,cot
0,proper_tags,102, would,1481,1.0,user,38.0,102,1.0,38,0.0025501546677412384,5.0117919895550495e-05,0.9973995281761373,0.0025501546677412384,1.992362257533988e-07,12,cot
0,proper_tags,103, be,413,1.0,user,39.0,103,1.0,39,0.06761416181305561,0.0007173157934634734,0.931666557608647,0.06761416181305561,1.9647848338097742e-06,12,cot
0,proper_tags,104, the,290,1.0,user,40.0,104,1.0,40,0.29606974123837315,0.0007736425990537566,0.7027277507160202,0.29606974123837315,0.00042886544655282896,12,cot
0,proper_tags,105, most,1645,1.0,user,41.0,105,1.0,41,9.521235022283741e-05,3.773821592608648e-05,0.9998670440483629,9.521235022283741e-05,5.385488298712792e-09,12,cot
0,proper_tags,106, useful,8316,1.0,user,42.0,106,1.0,42,0.0004153828128155331,0.0012633783492938925,0.9983210490510845,0.0004153828128155331,1.8978680604125052e-07,12,cot
0,proper_tags,107, way,2006,1.0,user,43.0,107,1.0,43,0.0013964677635060145,0.0004151218076688577,0.9981883180951345,0.0013964677635060145,9.233369057661402e-08,12,cot
0,proper_tags,108, to,316,1.0,user,44.0,108,1.0,44,0.0033550517992063295,0.00023661469806120108,0.9964082357747268,0.0033550517992063295,9.772800580088547e-08,12,cot
